Serial Number,Area Name,Number Of Duties,Days,Time
11995,Byatarayanapura,115,Wednesday,18:00 to 19:00
11996,Byatarayanapura,150,Wednesday,19:00 to 20:00
11997,Byatarayanapura,85,Wednesday,20:00 to 21:00
11998,Byatarayanapura,118,Wednesday,21:00 to 22:00
11999,Byatarayanapura,75,Wednesday,22:00 to 23:00
12000,Byatarayanapura,126,Wednesday,23:00 to 00:00
12001,Byatarayanapura,59,Thursday,00:00 to 01:00
12002,Byatarayanapura,72,Thursday,01:00 to 02:00
12003,Byatarayanapura,61,Thursday,02:00 to 03:00
12004,Byatarayanapura,82,Thursday,03:00 to 04:00
12005,Byatarayanapura,61,Thursday,04:00 to 05:00
12006,Byatarayanapura,130,Thursday,05:00 to 06:00
12007,Byatarayanapura,106,Thursday,06:00 to 07:00
12008,Byatarayanapura,87,Thursday,07:00 to 08:00
12009,Byatarayanapura,130,Thursday,08:00 to 09:00
12010,Byatarayanapura,138,Thursday,09:00 to 10:00
12011,Byatarayanapura,143,Thursday,10:00 to 11:00
12012,Byatarayanapura,111,Thursday,11:00 to 12:00
12013,Byatarayanapura,119,Thursday,12:00 to 13:00
12014,Byatarayanapura,128,Thursday,13:00 to 14:00
12015,Byatarayanapura,130,Thursday,14:00 to 15:00
12016,Byatarayanapura,113,Thursday,15:00 to 16:00
12017,Byatarayanapura,105,Thursday,16:00 to 17:00
12018,Byatarayanapura,121,Thursday,17:00 to 18:00
12019,Byatarayanapura,142,Thursday,18:00 to 19:00
12020,Byatarayanapura,128,Thursday,19:00 to 20:00
12021,Byatarayanapura,126,Thursday,20:00 to 21:00
12022,Byatarayanapura,117,Thursday,21:00 to 22:00
12023,Byatarayanapura,102,Thursday,22:00 to 23:00
12024,Byatarayanapura,91,Thursday,23:00 to 00:00
12025,Byatarayanapura,78,Friday,00:00 to 01:00
12026,Byatarayanapura,70,Friday,01:00 to 02:00
12027,Byatarayanapura,66,Friday,02:00 to 03:00
12028,Byatarayanapura,84,Friday,03:00 to 04:00
12029,Byatarayanapura,75,Friday,04:00 to 05:00
12030,Byatarayanapura,127,Friday,05:00 to 06:00
12031,Byatarayanapura,77,Friday,06:00 to 07:00
12032,Byatarayanapura,87,Friday,07:00 to 08:00
12033,Byatarayanapura,128,Friday,08:00 to 09:00
12034,Byatarayanapura,121,Friday,09:00 to 10:00
12035,Byatarayanapura,110,Friday,10:00 to 11:00
12036,Byatarayanapura,86,Friday,11:00 to 12:00
12037,Byatarayanapura,105,Friday,12:00 to 13:00
12038,Byatarayanapura,114,Friday,13:00 to 14:00
12039,Byatarayanapura,98,Friday,14:00 to 15:00
12040,Byatarayanapura,94,Friday,15:00 to 16:00
12041,Byatarayanapura,109,Friday,16:00 to 17:00
12042,Byatarayanapura,126,Friday,17:00 to 18:00
12043,Byatarayanapura,114,Friday,18:00 to 19:00
12044,Byatarayanapura,147,Friday,19:00 to 20:00
12045,Byatarayanapura,89,Friday,20:00 to 21:00
12046,Byatarayanapura,100,Friday,21:00 to 22:00
12047,Byatarayanapura,123,Friday,22:00 to 23:00
12048,Byatarayanapura,127,Friday,23:00 to 00:00
12049,Byatarayanapura,104,Saturday,00:00 to 01:00
12050,Byatarayanapura,107,Saturday,01:00 to 02:00
12051,Byatarayanapura,136,Saturday,02:00 to 03:00
12052,Byatarayanapura,104,Saturday,03:00 to 04:00
12053,Byatarayanapura,109,Saturday,04:00 to 05:00
12054,Byatarayanapura,82,Saturday,05:00 to 06:00
12055,Byatarayanapura,89,Saturday,06:00 to 07:00
12056,Byatarayanapura,62,Saturday,07:00 to 08:00
12057,Byatarayanapura,71,Saturday,08:00 to 09:00
12058,Byatarayanapura,101,Saturday,09:00 to 10:00
12059,Byatarayanapura,83,Saturday,10:00 to 11:00
12060,Byatarayanapura,115,Saturday,11:00 to 12:00
12061,Byatarayanapura,119,Saturday,12:00 to 13:00
12062,Byatarayanapura,101,Saturday,13:00 to 14:00
12063,Byatarayanapura,122,Saturday,14:00 to 15:00
12064,Byatarayanapura,104,Saturday,15:00 to 16:00
12065,Byatarayanapura,109,Saturday,16:00 to 17:00
12066,Byatarayanapura,84,Saturday,17:00 to 18:00
12067,Byatarayanapura,94,Saturday,18:00 to 19:00
12068,Byatarayanapura,72,Saturday,19:00 to 20:00
12069,Byatarayanapura,100,Saturday,20:00 to 21:00
12070,Byatarayanapura,94,Saturday,21:00 to 22:00
12071,Byatarayanapura,129,Saturday,22:00 to 23:00
12072,Byatarayanapura,139,Saturday,23:00 to 00:00
12073,Byatarayanapura,102,Sunday,00:00 to 01:00
12074,Byatarayanapura,90,Sunday,01:00 to 02:00
12075,Byatarayanapura,97,Sunday,02:00 to 03:00
12076,Byatarayanapura,66,Sunday,03:00 to 04:00
12077,Byatarayanapura,105,Sunday,04:00 to 05:00
12078,Byatarayanapura,89,Sunday,05:00 to 06:00
12079,Byatarayanapura,85,Sunday,06:00 to 07:00
12080,Byatarayanapura,71,Sunday,07:00 to 08:00
12081,Byatarayanapura,77,Sunday,08:00 to 09:00
12082,Byatarayanapura,72,Sunday,09:00 to 10:00
12083,Byatarayanapura,120,Sunday,10:00 to 11:00
12084,Byatarayanapura,121,Sunday,11:00 to 12:00
12085,Byatarayanapura,98,Sunday,12:00 to 13:00
12086,Byatarayanapura,99,Sunday,13:00 to 14:00
12087,Byatarayanapura,112,Sunday,14:00 to 15:00
12088,Byatarayanapura,83,Sunday,15:00 to 16:00
12089,Byatarayanapura,99,Sunday,16:00 to 17:00
12090,Byatarayanapura,91,Sunday,17:00 to 18:00
12091,Byatarayanapura,99,Sunday,18:00 to 19:00
12092,Byatarayanapura,95,Sunday,19:00 to 20:00
12093,Byatarayanapura,97,Sunday,20:00 to 21:00
12094,Byatarayanapura,73,Sunday,21:00 to 22:00
12095,Byatarayanapura,111,Sunday,22:00 to 23:00
12096,Byatarayanapura,98,Sunday,23:00 to 00:00
12097,Church Street,67,Monday,00:00 to 01:00
12098,Church Street,90,Monday,01:00 to 02:00
12099,Church Street,59,Monday,02:00 to 03:00
12100,Church Street,90,Monday,03:00 to 04:00
12101,Church Street,73,Monday,04:00 to 05:00
12102,Church Street,83,Monday,05:00 to 06:00
12103,Church Street,82,Monday,06:00 to 07:00
12104,Church Street,111,Monday,07:00 to 08:00
12105,Church Street,155,Monday,08:00 to 09:00
12106,Church Street,109,Monday,09:00 to 10:00
12107,Church Street,129,Monday,10:00 to 11:00
12108,Church Street,71,Monday,11:00 to 12:00
12109,Church Street,85,Monday,12:00 to 13:00
12110,Church Street,115,Monday,13:00 to 14:00
12111,Church Street,102,Monday,14:00 to 15:00
12112,Church Street,112,Monday,15:00 to 16:00
12113,Church Street,81,Monday,16:00 to 17:00
12114,Church Street,114,Monday,17:00 to 18:00
12115,Church Street,156,Monday,18:00 to 19:00
12116,Church Street,124,Monday,19:00 to 20:00
12117,Church Street,130,Monday,20:00 to 21:00
12118,Church Street,95,Monday,21:00 to 22:00
12119,Church Street,97,Monday,22:00 to 23:00
12120,Church Street,116,Monday,23:00 to 00:00
12121,Church Street,52,Tuesday,00:00 to 01:00
12122,Church Street,78,Tuesday,01:00 to 02:00
12123,Church Street,90,Tuesday,02:00 to 03:00
12124,Church Street,78,Tuesday,03:00 to 04:00
12125,Church Street,65,Tuesday,04:00 to 05:00
12126,Church Street,81,Tuesday,05:00 to 06:00
12127,Church Street,123,Tuesday,06:00 to 07:00
12128,Church Street,107,Tuesday,07:00 to 08:00
12129,Church Street,101,Tuesday,08:00 to 09:00
12130,Church Street,102,Tuesday,09:00 to 10:00
12131,Church Street,138,Tuesday,10:00 to 11:00
12132,Church Street,124,Tuesday,11:00 to 12:00
12133,Church Street,128,Tuesday,12:00 to 13:00
12134,Church Street,112,Tuesday,13:00 to 14:00
12135,Church Street,95,Tuesday,14:00 to 15:00
12136,Church Street,127,Tuesday,15:00 to 16:00
12137,Church Street,81,Tuesday,16:00 to 17:00
12138,Church Street,149,Tuesday,17:00 to 18:00
12139,Church Street,164,Tuesday,18:00 to 19:00
12140,Church Street,144,Tuesday,19:00 to 20:00
12141,Church Street,115,Tuesday,20:00 to 21:00
12142,Church Street,110,Tuesday,21:00 to 22:00
12143,Church Street,77,Tuesday,22:00 to 23:00
12144,Church Street,70,Tuesday,23:00 to 00:00
12145,Church Street,54,Wednesday,00:00 to 01:00
12146,Church Street,65,Wednesday,01:00 to 02:00
12147,Church Street,75,Wednesday,02:00 to 03:00
12148,Church Street,68,Wednesday,03:00 to 04:00
12149,Church Street,79,Wednesday,04:00 to 05:00
12150,Church Street,96,Wednesday,05:00 to 06:00
12151,Church Street,130,Wednesday,06:00 to 07:00
12152,Church Street,86,Wednesday,07:00 to 08:00
12153,Church Street,103,Wednesday,08:00 to 09:00
12154,Church Street,144,Wednesday,09:00 to 10:00
12155,Church Street,103,Wednesday,10:00 to 11:00
12156,Church Street,111,Wednesday,11:00 to 12:00
12157,Church Street,78,Wednesday,12:00 to 13:00
12158,Church Street,121,Wednesday,13:00 to 14:00
12159,Church Street,124,Wednesday,14:00 to 15:00
12160,Church Street,106,Wednesday,15:00 to 16:00
12161,Church Street,80,Wednesday,16:00 to 17:00
12162,Church Street,129,Wednesday,17:00 to 18:00
12163,Church Street,149,Wednesday,18:00 to 19:00
12164,Church Street,126,Wednesday,19:00 to 20:00
12165,Church Street,109,Wednesday,20:00 to 21:00
12166,Church Street,70,Wednesday,21:00 to 22:00
12167,Church Street,120,Wednesday,22:00 to 23:00
12168,Church Street,97,Wednesday,23:00 to 00:00
12169,Church Street,89,Thursday,00:00 to 01:00
12170,Church Street,79,Thursday,01:00 to 02:00
12171,Church Street,72,Thursday,02:00 to 03:00
12172,Church Street,53,Thursday,03:00 to 04:00
12173,Church Street,71,Thursday,04:00 to 05:00
12174,Church Street,88,Thursday,05:00 to 06:00
12175,Church Street,121,Thursday,06:00 to 07:00
12176,Church Street,118,Thursday,07:00 to 08:00
12177,Church Street,104,Thursday,08:00 to 09:00
12178,Church Street,131,Thursday,09:00 to 10:00
12179,Church Street,156,Thursday,10:00 to 11:00
12180,Church Street,85,Thursday,11:00 to 12:00
12181,Church Street,71,Thursday,12:00 to 13:00
12182,Church Street,117,Thursday,13:00 to 14:00
12183,Church Street,92,Thursday,14:00 to 15:00
12184,Church Street,80,Thursday,15:00 to 16:00
12185,Church Street,95,Thursday,16:00 to 17:00
12186,Church Street,149,Thursday,17:00 to 18:00
12187,Church Street,168,Thursday,18:00 to 19:00
12188,Church Street,136,Thursday,19:00 to 20:00
12189,Church Street,128,Thursday,20:00 to 21:00
12190,Church Street,95,Thursday,21:00 to 22:00
12191,Church Street,118,Thursday,22:00 to 23:00
12192,Church Street,123,Thursday,23:00 to 00:00
12193,Church Street,87,Friday,00:00 to 01:00
12194,Church Street,72,Friday,01:00 to 02:00
12195,Church Street,60,Friday,02:00 to 03:00
12196,Church Street,80,Friday,03:00 to 04:00
12197,Church Street,63,Friday,04:00 to 05:00
12198,Church Street,111,Friday,05:00 to 06:00
12199,Church Street,77,Friday,06:00 to 07:00
12200,Church Street,113,Friday,07:00 to 08:00
12201,Church Street,139,Friday,08:00 to 09:00
12202,Church Street,149,Friday,09:00 to 10:00
12203,Church Street,153,Friday,10:00 to 11:00
12204,Church Street,99,Friday,11:00 to 12:00
12205,Church Street,84,Friday,12:00 to 13:00
12206,Church Street,79,Friday,13:00 to 14:00
12207,Church Street,83,Friday,14:00 to 15:00
12208,Church Street,83,Friday,15:00 to 16:00
12209,Church Street,113,Friday,16:00 to 17:00
12210,Church Street,134,Friday,17:00 to 18:00
12211,Church Street,152,Friday,18:00 to 19:00
12212,Church Street,168,Friday,19:00 to 20:00
12213,Church Street,99,Friday,20:00 to 21:00
12214,Church Street,82,Friday,21:00 to 22:00
12215,Church Street,100,Friday,22:00 to 23:00
12216,Church Street,72,Friday,23:00 to 00:00
12217,Church Street,120,Saturday,00:00 to 01:00
12218,Church Street,108,Saturday,01:00 to 02:00
12219,Church Street,130,Saturday,02:00 to 03:00
12220,Church Street,89,Saturday,03:00 to 04:00
12221,Church Street,105,Saturday,04:00 to 05:00
12222,Church Street,78,Saturday,05:00 to 06:00
12223,Church Street,103,Saturday,06:00 to 07:00
12224,Church Street,79,Saturday,07:00 to 08:00
12225,Church Street,105,Saturday,08:00 to 09:00
12226,Church Street,78,Saturday,09:00 to 10:00
12227,Church Street,118,Saturday,10:00 to 11:00
12228,Church Street,126,Saturday,11:00 to 12:00
12229,Church Street,112,Saturday,12:00 to 13:00
12230,Church Street,107,Saturday,13:00 to 14:00
12231,Church Street,128,Saturday,14:00 to 15:00
12232,Church Street,105,Saturday,15:00 to 16:00
12233,Church Street,89,Saturday,16:00 to 17:00
12234,Church Street,96,Saturday,17:00 to 18:00
12235,Church Street,95,Saturday,18:00 to 19:00
12236,Church Street,64,Saturday,19:00 to 20:00
12237,Church Street,81,Saturday,20:00 to 21:00
12238,Church Street,72,Saturday,21:00 to 22:00
12239,Church Street,135,Saturday,22:00 to 23:00
12240,Church Street,125,Saturday,23:00 to 00:00
12241,Church Street,100,Sunday,00:00 to 01:00
12242,Church Street,102,Sunday,01:00 to 02:00
12243,Church Street,141,Sunday,02:00 to 03:00
12244,Church Street,76,Sunday,03:00 to 04:00
12245,Church Street,80,Sunday,04:00 to 05:00
12246,Church Street,96,Sunday,05:00 to 06:00
12247,Church Street,78,Sunday,06:00 to 07:00
12248,Church Street,90,Sunday,07:00 to 08:00
12249,Church Street,93,Sunday,08:00 to 09:00
12250,Church Street,93,Sunday,09:00 to 10:00
12251,Church Street,92,Sunday,10:00 to 11:00
12252,Church Street,114,Sunday,11:00 to 12:00
12253,Church Street,114,Sunday,12:00 to 13:00
12254,Church Street,118,Sunday,13:00 to 14:00
12255,Church Street,124,Sunday,14:00 to 15:00
12256,Church Street,81,Sunday,15:00 to 16:00
12257,Church Street,115,Sunday,16:00 to 17:00
12258,Church Street,81,Sunday,17:00 to 18:00
12259,Church Street,94,Sunday,18:00 to 19:00
12260,Church Street,108,Sunday,19:00 to 20:00
12261,Church Street,61,Sunday,20:00 to 21:00
12262,Church Street,103,Sunday,21:00 to 22:00
12263,Church Street,130,Sunday,22:00 to 23:00
12264,Church Street,128,Sunday,23:00 to 00:00
12265,Cunningham Road,68,Monday,00:00 to 01:00
12266,Cunningham Road,66,Monday,01:00 to 02:00
12267,Cunningham Road,87,Monday,02:00 to 03:00
12268,Cunningham Road,67,Monday,03:00 to 04:00
12269,Cunningham Road,64,Monday,04:00 to 05:00
12270,Cunningham Road,103,Monday,05:00 to 06:00
12271,Cunningham Road,116,Monday,06:00 to 07:00
12272,Cunningham Road,76,Monday,07:00 to 08:00
12273,Cunningham Road,118,Monday,08:00 to 09:00
12274,Cunningham Road,139,Monday,09:00 to 10:00
12275,Cunningham Road,125,Monday,10:00 to 11:00
12276,Cunningham Road,88,Monday,11:00 to 12:00
12277,Cunningham Road,130,Monday,12:00 to 13:00
12278,Cunningham Road,86,Monday,13:00 to 14:00
12279,Cunningham Road,103,Monday,14:00 to 15:00
12280,Cunningham Road,101,Monday,15:00 to 16:00
12281,Cunningham Road,128,Monday,16:00 to 17:00
12282,Cunningham Road,139,Monday,17:00 to 18:00
12283,Cunningham Road,126,Monday,18:00 to 19:00
12284,Cunningham Road,156,Monday,19:00 to 20:00
12285,Cunningham Road,105,Monday,20:00 to 21:00
12286,Cunningham Road,83,Monday,21:00 to 22:00
12287,Cunningham Road,90,Monday,22:00 to 23:00
12288,Cunningham Road,101,Monday,23:00 to 00:00
12289,Cunningham Road,63,Tuesday,00:00 to 01:00
12290,Cunningham Road,61,Tuesday,01:00 to 02:00
12291,Cunningham Road,63,Tuesday,02:00 to 03:00
12292,Cunningham Road,75,Tuesday,03:00 to 04:00
12293,Cunningham Road,84,Tuesday,04:00 to 05:00
12294,Cunningham Road,78,Tuesday,05:00 to 06:00
12295,Cunningham Road,96,Tuesday,06:00 to 07:00
12296,Cunningham Road,85,Tuesday,07:00 to 08:00
12297,Cunningham Road,113,Tuesday,08:00 to 09:00
12298,Cunningham Road,135,Tuesday,09:00 to 10:00
12299,Cunningham Road,128,Tuesday,10:00 to 11:00
12300,Cunningham Road,100,Tuesday,11:00 to 12:00
12301,Cunningham Road,74,Tuesday,12:00 to 13:00
12302,Cunningham Road,104,Tuesday,13:00 to 14:00
12303,Cunningham Road,78,Tuesday,14:00 to 15:00
12304,Cunningham Road,88,Tuesday,15:00 to 16:00
12305,Cunningham Road,101,Tuesday,16:00 to 17:00
12306,Cunningham Road,153,Tuesday,17:00 to 18:00
12307,Cunningham Road,116,Tuesday,18:00 to 19:00
12308,Cunningham Road,135,Tuesday,19:00 to 20:00
12309,Cunningham Road,105,Tuesday,20:00 to 21:00
12310,Cunningham Road,104,Tuesday,21:00 to 22:00
12311,Cunningham Road,116,Tuesday,22:00 to 23:00
12312,Cunningham Road,124,Tuesday,23:00 to 00:00
12313,Cunningham Road,78,Wednesday,00:00 to 01:00
12314,Cunningham Road,71,Wednesday,01:00 to 02:00
12315,Cunningham Road,63,Wednesday,02:00 to 03:00
12316,Cunningham Road,88,Wednesday,03:00 to 04:00
12317,Cunningham Road,79,Wednesday,04:00 to 05:00
12318,Cunningham Road,129,Wednesday,05:00 to 06:00
12319,Cunningham Road,72,Wednesday,06:00 to 07:00
12320,Cunningham Road,91,Wednesday,07:00 to 08:00
12321,Cunningham Road,145,Wednesday,08:00 to 09:00
12322,Cunningham Road,152,Wednesday,09:00 to 10:00
12323,Cunningham Road,144,Wednesday,10:00 to 11:00
12324,Cunningham Road,81,Wednesday,11:00 to 12:00
12325,Cunningham Road,97,Wednesday,12:00 to 13:00
12326,Cunningham Road,91,Wednesday,13:00 to 14:00
12327,Cunningham Road,124,Wednesday,14:00 to 15:00
12328,Cunningham Road,99,Wednesday,15:00 to 16:00
12329,Cunningham Road,91,Wednesday,16:00 to 17:00
12330,Cunningham Road,167,Wednesday,17:00 to 18:00
12331,Cunningham Road,118,Wednesday,18:00 to 19:00
12332,Cunningham Road,118,Wednesday,19:00 to 20:00
12333,Cunningham Road,98,Wednesday,20:00 to 21:00
12334,Cunningham Road,95,Wednesday,21:00 to 22:00
12335,Cunningham Road,77,Wednesday,22:00 to 23:00
12336,Cunningham Road,89,Wednesday,23:00 to 00:00
12337,Cunningham Road,55,Thursday,00:00 to 01:00
12338,Cunningham Road,87,Thursday,01:00 to 02:00
12339,Cunningham Road,56,Thursday,02:00 to 03:00
12340,Cunningham Road,52,Thursday,03:00 to 04:00
12341,Cunningham Road,55,Thursday,04:00 to 05:00
12342,Cunningham Road,91,Thursday,05:00 to 06:00
12343,Cunningham Road,75,Thursday,06:00 to 07:00
12344,Cunningham Road,112,Thursday,07:00 to 08:00
12345,Cunningham Road,104,Thursday,08:00 to 09:00
12346,Cunningham Road,159,Thursday,09:00 to 10:00
12347,Cunningham Road,111,Thursday,10:00 to 11:00
12348,Cunningham Road,86,Thursday,11:00 to 12:00
12349,Cunningham Road,119,Thursday,12:00 to 13:00
12350,Cunningham Road,122,Thursday,13:00 to 14:00
12351,Cunningham Road,95,Thursday,14:00 to 15:00
12352,Cunningham Road,101,Thursday,15:00 to 16:00
12353,Cunningham Road,92,Thursday,16:00 to 17:00
12354,Cunningham Road,149,Thursday,17:00 to 18:00
12355,Cunningham Road,133,Thursday,18:00 to 19:00
12356,Cunningham Road,151,Thursday,19:00 to 20:00
12357,Cunningham Road,94,Thursday,20:00 to 21:00
12358,Cunningham Road,117,Thursday,21:00 to 22:00
12359,Cunningham Road,98,Thursday,22:00 to 23:00
12360,Cunningham Road,104,Thursday,23:00 to 00:00
12361,Cunningham Road,77,Friday,00:00 to 01:00
12362,Cunningham Road,90,Friday,01:00 to 02:00
12363,Cunningham Road,52,Friday,02:00 to 03:00
12364,Cunningham Road,85,Friday,03:00 to 04:00
12365,Cunningham Road,71,Friday,04:00 to 05:00
12366,Cunningham Road,73,Friday,05:00 to 06:00
12367,Cunningham Road,98,Friday,06:00 to 07:00
12368,Cunningham Road,87,Friday,07:00 to 08:00
12369,Cunningham Road,124,Friday,08:00 to 09:00
12370,Cunningham Road,151,Friday,09:00 to 10:00
12371,Cunningham Road,131,Friday,10:00 to 11:00
12372,Cunningham Road,127,Friday,11:00 to 12:00
12373,Cunningham Road,76,Friday,12:00 to 13:00
12374,Cunningham Road,77,Friday,13:00 to 14:00
12375,Cunningham Road,103,Friday,14:00 to 15:00
12376,Cunningham Road,70,Friday,15:00 to 16:00
12377,Cunningham Road,92,Friday,16:00 to 17:00
12378,Cunningham Road,164,Friday,17:00 to 18:00
12379,Cunningham Road,164,Friday,18:00 to 19:00
12380,Cunningham Road,149,Friday,19:00 to 20:00
12381,Cunningham Road,77,Friday,20:00 to 21:00
12382,Cunningham Road,86,Friday,21:00 to 22:00
12383,Cunningham Road,124,Friday,22:00 to 23:00
12384,Cunningham Road,118,Friday,23:00 to 00:00
12385,Cunningham Road,148,Saturday,00:00 to 01:00
12386,Cunningham Road,98,Saturday,01:00 to 02:00
12387,Cunningham Road,94,Saturday,02:00 to 03:00
12388,Cunningham Road,78,Saturday,03:00 to 04:00
12389,Cunningham Road,88,Saturday,04:00 to 05:00
12390,Cunningham Road,86,Saturday,05:00 to 06:00
12391,Cunningham Road,63,Saturday,06:00 to 07:00
12392,Cunningham Road,77,Saturday,07:00 to 08:00
12393,Cunningham Road,97,Saturday,08:00 to 09:00
12394,Cunningham Road,99,Saturday,09:00 to 10:00
12395,Cunningham Road,92,Saturday,10:00 to 11:00
12396,Cunningham Road,101,Saturday,11:00 to 12:00
12397,Cunningham Road,88,Saturday,12:00 to 13:00
12398,Cunningham Road,102,Saturday,13:00 to 14:00
12399,Cunningham Road,127,Saturday,14:00 to 15:00
12400,Cunningham Road,98,Saturday,15:00 to 16:00
12401,Cunningham Road,126,Saturday,16:00 to 17:00
12402,Cunningham Road,109,Saturday,17:00 to 18:00
12403,Cunningham Road,101,Saturday,18:00 to 19:00
12404,Cunningham Road,76,Saturday,19:00 to 20:00
12405,Cunningham Road,89,Saturday,20:00 to 21:00
12406,Cunningham Road,105,Saturday,21:00 to 22:00
12407,Cunningham Road,106,Saturday,22:00 to 23:00
12408,Cunningham Road,145,Saturday,23:00 to 00:00
12409,Cunningham Road,92,Sunday,00:00 to 01:00
